Hydrocarbon,Ti (K),equivalent ratio,Pressure (atm),LBV (cm/s)
n-Pentanol-air,486.0,1.2,1.0,89.0
n-Pentanol-air,489.0,0.8,1.0,71.0
n-Pentanol-air,495.0,1.0,1.0,94.0
n-Pentanol-air,498.0,0.8,1.0,78.0
n-Pentanol-air,504.0,0.8,1.0,77.0
n-Pentanol-air,504.0,1.2,1.0,90.0
n-Pentanol-air,510.0,1.0,1.0,98.0
n-Pentanol-air,516.0,0.8,1.0,79.0
n-Pentanol-air,516.0,1.0,1.0,97.0
n-Pentanol-air,528.0,0.8,1.0,83.0
n-Pentanol-air,528.0,1.2,1.0,95.0
n-Pentanol-air,531.0,1.0,1.0,101.0
n-Pentanol-air,540.0,1.0,1.0,99.0
n-Pentanol-air,543.0,0.8,1.0,87.0
n-Pentanol-air,543.0,1.2,1.0,100.0
n-Pentanol-air,546.0,1.0,1.0,108.0
n-Pentanol-air,549.0,1.2,1.0,102.0
n-Pentanol-air,550.0,0.7,1.0,70.0
n-Pentanol-air,550.0,0.8,1.0,90.0
n-Pentanol-air,550.0,0.9,1.0,96.0
n-Pentanol-air,550.0,1.0,1.0,108.0
n-Pentanol-air,550.0,1.1,1.0,104.0
n-Pentanol-air,550.0,1.2,1.0,104.0
n-Pentanol-air,550.0,1.3,1.0,94.0
n-Pentanol-air,552.0,1.0,1.0,106.0
n-Pentanol-air,555.0,1.2,1.0,104.0
n-Propanol,300.0,0.693,1.0,208.0
n-Propanol,300.0,0.787,1.0,191.0
n-Propanol,300.0,0.881,1.0,180.6
n-Propanol,300.0,0.974,1.0,170.0
n-Propanol,300.0,1.068,1.0,168.4
n-Propanol,300.0,1.161,1.0,172.0
n-Propanol,300.0,1.254,1.0,177.8
n-Propanol,343.0,0.699,1.0,28.5
n-Propanol,343.0,0.748,1.0,36.45
n-Propanol,343.0,0.796,1.0,41.6
n-Propanol,343.0,0.798,1.0,38.5
n-Propanol,343.0,0.8,1.0,37.3
n-Propanol,343.0,0.898,1.0,44.7
n-Propanol,343.0,0.999,1.0,49.467
n-Propanol,343.0,1.048,1.0,50.65
n-Propanol,343.0,1.099,1.0,51.0
n-Propanol,343.0,1.148,1.0,50.0
n-Propanol,343.0,1.197,1.0,47.6
n-Propanol,343.0,1.199,1.0,46.8
n-Propanol,343.0,1.299,1.0,40.65
n-Propanol,343.0,1.301,1.0,35.6
n-Propanol,393.0,0.699,1.0,34.8
n-Propanol,393.0,0.802,1.0,43.5
n-Propanol,393.0,0.901,1.0,51.1
n-Propanol,393.0,1.001,1.0,55.3
n-Propanol,393.0,1.101,1.0,58.0
n-Propanol,393.0,1.2,1.0,55.9
n-Propanol,393.0,1.301,1.0,51.4
n-Propanol,401.754,0.7,1.0,35.2
n-Propanol,401.754,0.9,1.0,53.8
n-Propanol,401.754,1.1,1.0,63.2
n-Propanol,404.848,0.401,1.0,136.0
n-Propanol,412.628,1.3,1.0,57.6
n-Propanol,412.926,1.1,1.0,138.7
n-Propanol,414.812,0.428,1.0,139.4
n-Propanol,414.812,0.584,1.0,139.4
n-Propanol,420.294,1.3,1.0,141.0
n-Propanol,423.0,0.701,1.0,44.1
n-Propanol,423.0,0.749,1.0,40.4
n-Propanol,423.0,0.802,1.0,55.8
n-Propanol,423.0,0.851,1.0,48.6
n-Propanol,423.0,0.901,1.0,61.5
n-Propanol,423.0,0.951,1.0,57.2
n-Propanol,423.0,1.001,1.0,70.1
n-Propanol,423.0,1.05,1.0,60.5
n-Propanol,423.0,1.101,1.0,71.9
n-Propanol,423.0,1.15,1.0,59.9
n-Propanol,423.0,1.201,1.0,69.6
n-Propanol,423.0,1.251,1.0,54.8
n-Propanol,423.0,1.302,1.0,61.2
n-Propanol,423.098,1.1,1.0,142.1
n-Propanol,432.446,0.652,1.0,145.1
n-Propanol,434.868,1.1,1.0,145.8
n-Propanol,437.862,1.1,1.0,146.8
n-Propanol,441.534,1.3,1.0,148.3
n-Propanol,448.286,0.503,1.0,150.7
n-Propanol,456.878,0.721,1.0,153.4
n-Propanol,457.876,0.74,1.0,153.7
n-Propanol,458.564,1.3,1.0,154.0
n-Propanol,461.762,0.76,1.0,154.9
n-Propanol,466.626,0.586,1.0,156.7
n-Propanol,467.316,1.1,1.0,156.8
n-Propanol,477.024,1.3,1.0,160.3
n-Propanol,480.222,0.789,1.0,161.4
n-Propanol,484.248,1.1,1.0,162.5
n-Propanol,486.694,1.3,1.0,163.3
n-Propanol,488.42,0.683,1.0,164.0
n-Propanol,490.194,0.828,1.0,164.6
n-Propanol,494.708,0.652,1.0,166.0
n-Propanol,494.72,1.1,1.0,166.1
n-Propanol,497.364,0.846,1.0,166.8
n-Propanol,500.0,0.699,1.0,62.6
n-Propanol,500.0,0.8,1.0,76.9
n-Propanol,500.0,0.9,1.0,83.5
n-Propanol,500.0,1.0,1.0,93.4
n-Propanol,500.0,1.1,1.0,95.3
n-Propanol,500.0,1.2,1.0,93.1
n-Propanol,500.0,1.301,1.0,82.5
n-Propanol,500.708,1.1,1.0,168.1
n-Propanol,501.546,0.861,1.0,168.3
n-Propanol,502.726,1.3,1.0,168.7
n-Propanol,505.18,0.69,1.0,170.0
n-Propanol,507.534,0.868,1.0,170.3
n-Propanol,507.696,1.1,1.0,170.5
n-Propanol,512.398,1.3,1.0,171.9
n-Propanol,518.168,1.1,1.0,174.0
n-Propanol,519.798,0.901,1.0,174.6
n-Propanol,520.698,0.723,1.0,175.1
n-Propanol,523.27,1.3,1.0,175.6
n-Propanol,526.164,1.3,1.0,176.6
n-Propanol,526.686,0.735,1.0,176.7
n-Propanol,528.462,0.934,1.0,177.4
n-Propanol,531.672,0.71,1.0,178.4
n-Propanol,535.802,1.1,1.0,180.0
n-Propanol,541.644,0.741,1.0,181.8
n-Propanol,541.79,1.1,1.0,181.7
n-Propanol,548.078,1.1,1.0,184.1
n-Propanol,552.29,1.3,1.0,185.5
n-Propanol,554.29,1.005,1.0,186.2
n-Propanol,563.162,1.3,1.0,189.3
n-Propanol,564.762,1.071,1.0,189.8
n-Propanol,569.15,1.3,1.0,191.0
n-Propanol,572.16,0.77,1.0,192.0
n-Propanol,573.128,1.101,1.0,192.5
n-Propanol,576.534,1.1,1.0,193.3
n-Propanol,580.506,0.812,1.0,194.7
n-Propanol,582.822,1.1,1.0,195.7
n-Propanol,590.192,1.1,1.0,198.1
n-Propanol,590.862,1.119,1.0,198.3
n-Propanol,597.198,0.881,1.0,200.6
n-Propanol,600.0,0.699,1.0,91.7
n-Propanol,600.0,0.8,1.0,109.0
n-Propanol,600.0,0.899,1.0,116.0
n-Propanol,600.0,1.001,1.0,127.4
n-Propanol,600.0,1.1,1.0,129.7
n-Propanol,600.0,1.2,1.0,127.2
n-Propanol,600.0,1.301,1.0,114.1
n-Propanol,602.184,0.952,1.0,202.3
n-Propanol,602.826,1.154,1.0,202.3
n-Propanol,611.554,0.97,1.0,205.3
n-Propanol,613.998,1.194,1.0,206.1
n-Propanol + Air,298.0,0.693,1.0,208.0
n-Propanol + Air,298.0,0.787,1.0,191.0
n-Propanol + Air,298.0,0.881,1.0,180.6
n-Propanol + Air,298.0,0.974,1.0,170.0
n-Propanol + Air,298.0,1.068,1.0,168.4
n-Propanol + Air,298.0,1.161,1.0,172.0
n-Propanol + Air,298.0,1.254,1.0,177.8
n-Propanol + Air,343.0,0.699,1.0,28.5
n-Propanol + Air,343.0,0.748,1.0,36.45
n-Propanol + Air,343.0,0.796,1.0,41.6
n-Propanol + Air,343.0,0.798,1.0,38.5
n-Propanol + Air,343.0,0.8,1.0,37.3
n-Propanol + Air,343.0,0.898,1.0,44.7
n-Propanol + Air,343.0,0.999,1.0,49.467
n-Propanol + Air,343.0,1.048,1.0,50.65
n-Propanol + Air,343.0,1.099,1.0,51.0
